2039260	-0.8125	0.6875	-4.375	0.875	0.25	-4.4375	3.0625	2.375	-2.8125	-4.125	-2.125	-4.1875	-3.6875	-2.5625	-4.125	-4.6875	-123.404129	-122.258125	-136.531128	-134.134918	-126.737968	-116.99691	-126.060783	-128.717438	6.484375	4482.6875	5.152344	0.171875	-0.046875	0	-41.379311																																																																																																							
2039280	-2.75	-2	-7	-2	-2.375	-6.75	0.5	-0.25	-2.875	-4.375	-1.9375	-4	-3.25	-2.8125	-4.125	-4.375	-121.633026	-123.716675	-136.6353	-136.687393	-128.456985	-113.923523	-129.863449	-131.269913	6.496094	4482.8125	0.652344	0.21875	0	0.015625	-40.229885																																																																																																							
2039300	-4.9375	-4.375	-9.75	-4.8125	-5	-8.9375	-2.125	-3.0625	-3.0625	-3.9375	-1.5625	-3.5625	-2.75	-2.5625	-3.9375	-3.875	-120.33075	-124.706413	-135.958115	-136.79158	-130.85318	-110.016685	-131.269913	-131.842911	6.519531	4482.941406	1.375	0.1875	-0.046875	0.015625	-39.08046																																																																																																							
2039320	-7.5625	-6.8125	-12.5625	-7.4375	-7.6875	-11.1875	-4.75	-5.75	-3.0625	-3.375	-1.125	-2.9375	-2.5625	-2.5625	-3.5625	-3.3125	-122.153938	-124.65432	-134.812103	-135.801849	-131.790817	-105.328468	-132.415909	-131.374084	6.582031	4483.066406	3.347656	0.171875	0	0.015625	-37.931034																																																																																																							
2039340	-9.8125	-9.5	-15.6875	-10.3125	-10.25	-13.0625	-7.625	-8.375	-3.0625	-2.9375	-0.75	-2.3125	-2.5625	-2.1875	-2.9375	-2.6875	-125.539871	-124.445953	-133.353561	-134.082825	-133.822372	-102.255089	-132.988922	-128.769531	6.558594	4483.199219	-0.914063	0.125	-0.015625	0.015625	-36.781609																																																																																																							
2039360	-12.375	-11.75	-18.5	-13	-12.9375	-15	-10.1875	-11.0625	-3.0625	-2.9375	-0.5625	-1.875	-2.5625	-1.375	-2.375	-2.6875	-129.029984	-124.498047	-130.123901	-134.395386	-135.020477	-102.202995	-134.187012	-127.050514	6.601563	4483.328125	2.265625	0.09375	-0.015625	0.015625	-35.632187																																																																																																							
2039380	-15.125	-14.375	-20.8125	-15.4375	-15.75	-16.9375	-12.6875	-13.4375	-2.875	-2.75	-0.375	-1.6875	-2.0625	-0.75	-1.9375	-2.5	-129.759262	-124.602226	-126.217056	-134.603745	-136.531113	-104.85965	-135.333023	-125.279411	6.605469	4483.457031	0.304688	0.03125	0	0	-34.482758																																																																																																							
2039400	-18.0625	-16.875	-22.8125	-17.9375	-18.3125	-18.875	-15.5	-15.8125	-2.5	-2.9375	-0.375	-1.4375	-1.625	-0.75	-1.9375	-2.3125	-129.49884	-123.977173	-121.94561	-134.916336	-137.312531	-110.225082	-136.479065	-125.800362	6.597656	4483.585938	-0.222656	0	-0.015625	0	-33.333336																																																																																																							
2039420	-20.6875	-19.25	-25.5	-20.6875	-21.25	-21.0625	-18.1875	-18.0625	-1.875	-2.9375	-0.9375	-1.4375	-0.875	-0.375	-1.375	-1.75	-129.290482	-123.716713	-118.195045	-133.666138	-138.041809	-115.434204	-135.80188	-127.988197	6.609375	4483.714844	0.71875	0	0	0	-32.183907																																																																																																							
2039440	-23.0625	-21.9375	-27.8125	-23.875	-24	-23.5	-21.0625	-20.8125	-1.6875	-2.375	-0.9375	-1.25	-0.6875	-0.1875	-0.75	-1.3125	-128.092422	-126.165039	-116.684433	-133.405731	-136.479111	-120.018272	-136.479111	-131.165802	6.597656	4483.84375	-0.300781	-0.046875	0	0	-31.034485																																																																																																							
2039460	-25.375	-24.25	-30.1875	-26.4375	-26.875	-26.1875	-23.875	-23.3125	-1.6875	-1.9375	-0.75	-0.8125	-0.4375	0	-0.375	-0.875	-127.102646	-131.478317	-119.914055	-132.468048	-133.405685	-125.592003	-135.333069	-134.96843	6.574219	4483.972656	-1.082031	-0.078125	-0.015625	0	-29.885056																																																																																																							
2039480	-28	-26.625	-32.4375	-29.0625	-29.5	-29.125	-26.6875	-26.25	-1.5	-1.75	0.625	-0.1875	0	0.375	0.4375	-0.4375	-128.248734	-138.302353	-125.435806	-131.113754	-130.332382	-131.4263	-131.061661	-135.541519	6.546875	4484.101563	-1.210938	-0.125	-0.015625	0	-28.735634																																																																																																							
2039500	-30.5	-29.25	-34.75	-31.375	-32.25	-31.3125	-29	-29.1875	-0.9375	-1.375	-1.5625	0.6875	-0.6875	1.1875	0.875	0.1875	-129.759384	-146.428589	-123.873062	-128.352921	-125.904625	-135.697784	-125.22744	-134.864319	6.511719	4484.230469	-1.546875	-0.1875	-0.015625	0	-27.586205																																																																																																							
2039520	-33.125	-32.3125	-37.0625	-34.0625	-34.5	-33.8125	-31.875	-32.0625	-0.1875	-0.9375	-1.3125	1.375	-0.6875	0.1875	1.6875	-1.3125	-131.843079	-149.293655	-122.831276	-123.248009	-125.071205	-139.708862	-120.591354	-134.18718	6.460938	4484.355469	-2.515625	-0.21875	-0.03125	0	-26.436783																																																																																																							
2039540	-35.8125	-36.0625	-40.3125	-36.4375	-36.75	-36.875	-34.1875	-34.8125	0.9375	1.125	1.0625	2.0625	-1.375	-0.1875	1.3125	-0.625	-134.65596	-146.897415	-118.403481	-118.66394	-127.050636	-141.792465	-119.862038	-135.541519	6.414063	4484.480469	-2.144531	-0.265625	-0.03125	0	-25.287354																																																																																																							
2039560	-38.875	-39.3125	-43.5625	-39.125	-39.1875	-40	-36.125	-36.8125	1.5	0.625	3.9375	2.375	0.4375	2	0.1875	1.125	-136.114563	-144.136612	-111.996284	-115.225945	-130.488693	-137.41684	-122.935463	-133.926727	6.347656	4484.605469	-3.132813	-0.265625	-0.03125	0	-24.137932																																																																																																							
2039580	-41.25	-42.8125	-44.625	-41.5	-41.4375	-42.875	-38	-39.3125	1.6875	2	3.3125	2.875	1.375	3.5625	-0.1875	2.3125	-135.333145	-141.479919	-103.765831	-110.58979	-130.436569	-131.113754	-122.727058	-129.55101	6.28125	4484.734375	-3.179688	-0.28125	-0.03125	0	-22.988503																																																																																																							
2039600	-43.9375	-44.75	-46.875	-43.25	-44.625	-46.0625	-40.625	-42.375	1.875	2	4.625	3.1875	2.75	5.0625	1.3125	2.875	-131.165848	-134.187134	-93.295486	-104.286743	-123.664703	-118.976486	-112.360893	-122.674965	6.210938	4484.859375	-3.292969	-0.3125	-0.015625	0	-21.839081																																																																																																							
2039620	-47	-46.1875	-48.3125	-45.0625	-47.875	-48.6875	-43.8125	-45.625	3.25	1.5	4.4375	3.875	3.5	4.9375	2.375	4.0625	-121.789452	-118.716064	-80.689415	-96.785629	-111.631645	-102.61985	-103.609589	-112.673477	6.125	4484.976563	-4.054688	-0.359375	-0.015625	0.015625	-20.689651																																																																																																							
2039640	-49.6875	-49.25	-49.875	-47.5	-50.6875	-49.6875	-47.125	-47.8125	4.5625	2.0625	5.75	4.5625	4.1875	4.5	2.75	4.4375	-106.787155	-99.65065	-69.958611	-89.128204	-95.847984	-82.825157	-93.503876	-94.858253	6.039063	4485.097656	-4.136719	-0.390625	-0.015625	0.015625	-19.54023																																																																																																							
2039660	-51.8125	-52.5625	-51.4375	-49.125	-52.3125	-51.3125	-48.4375	-49.4375	6.25	2.75	7.1875	6.1875	4.375	5.75	5.625	4.4375	-88.659386	-74.490555	-63.290924	-79.439224	-76.678391	-60.946815	-80.637329	-73.500816	5.921875	4485.214844	-5.59375	-0.40625	-0.015625	0.015625	-18.390808																																																																																																							
2039680	-53.625	-54.375	-52.625	-50.75	-52.5625	-52.375	-47.9375	-50.8125	7.375	4.8125	9.3125	8.25	4.375	7.5	7.5	5.8125	-66.051765	-55.008408	-51.674564	-70.114883	-54.331223	-36.828545	-64.593208	-54.279129	5.792969	4485.332031	-6.414063	-0.421875	0	0.015625	-17.241379																																																																																																							
2039700	-54.5625	-54.375	-53.5625	-51.875	-53.25	-53.25	-49.5625	-51.6875	8.375	6.9375	10.0625	9.9375	5.5	9	8.625	6.0625	-43.548325	-37.036911	-43.027409	-57.40461	-36.255543	-19.221687	-49.799278	-37.76619	5.671875	4485.441406	-6.050781	-0.421875	0	0.015625	-16.091957																																																																																																							
2039720	-54.875	-54.125	-54.1875	-53.3125	-54	-53.25	-50.6875	-50.8125	9.0625	6.75	10.3125	12.125	7.125	9.5625	9.1875	10.125	-24.951729	-18.075678	-33.234245	-42.193951	-24.118269	-7.657419	-39.224747	-27.087473	5.558594	4485.554688	-5.605469	-0.46875	0	0.015625	-14.942528																																																																																																							
2039740	-54.875	-52.75	-54.8125	-53.5625	-54.25	-52.8125	-51.5625	-51.25	9.875	8.75	11.125	15.4375	8.75	11.25	10.1875	14.0625	-9.168066	-4.219393	-24.014086	-29.639946	-17.76313	3.906849	-34.744892	-18.648684	5.429688	4485.664063	-6.375	-0.46875	0	0.015625	-13.793106																																																																																																							
2039760	-54.5625	-53.4375	-54.8125	-54.3125	-54.25	-51.75	-52.125	-52.375	13.625	12.375	12.3125	16.4375	10	13.9375	9.875	15.625	5.261224	-0.937642	-16.669218	-16.72131	-14.585566	12.085186	-29.744139	-9.845257	5.3125	4485.769531	-5.636719	-0.484375	0	0.03125	-12.643677																																																																																																							
2039780	-54.5625	-54.125	-55.4375	-54.3125	-54.75	-51.9375	-52.75	-52.625	19.5	14.875	14.3125	15.75	12.0625	17.5	10.875	17	16.044127	-4.323577	-9.897347	-3.542207	-10.209895	19.690517	-19.065418	-3.438025	5.191406	4485.875	-6.296875	-0.53125	0	0.03125	-11.494255																																																																																																							
2039800	-54.5625	-54.375	-55.4375	-54.0625	-55	-51.9375	-53.0625	-52.875	21.9375	16.75	14.25	15.3125	13	18.0625	11.5625	16.8125	27.452133	-5.261222	-1.823195	10.834998	-6.667688	24.743383	-9.06389	3.43803	5.054688	4485.976563	-7.09375	-0.5625	-0.015625	0.046875	-10.344826																																																																																																							
2039820	-53.9375	-54.125	-55.4375	-54.0625	-55	-51.5	-53.0625	-52.625	20.4375	16	14.625	12.3125	13.6875	16.9375	13.1875	15.625	40.839592	0.260458	9.376438	29.119045	1.041828	33.494717	6.094686	22.034628	4.964844	4486.082031	-4.660156	-0.5625	0	0.046875	-9.195404																																																																																																							
2039840	-52.75	-54.375	-55.4375	-53.5625	-55	-50.9375	-52.75	-51.6875	16.75	15.8125	13.3125	10.25	10.25	17.75	8.5	17	56.102364	21.513721	24.795475	50.163952	21.253263	45.475731	26.670763	45.684097	4.789063	4486.175781	-8.972656	-0.546875	0.015625	0.046875	-8.045975																																																																																																							
2039860	-51.8125	-54.5625	-55.125	-52.5625	-55	-49.6875	-52.75	-51.25	16.6875	12.9375	13.9375	11.875	8.375	18.1875	6.6875	15.8125	72.823677	48.549122	46.569649	67.562454	46.257103	63.968155	46.621742	67.666641	4.640625	4486.273438	-7.683594	-0.484375	0	0.0625	-6.896553																																																																																																							
2039880	-50	-53.875	-54.1875	-51.25	-55	-48.6875	-52.125	-50.125	21.1875	13.25	18.5625	17.375	9.5	18.1875	7.5	17.375	87.357162	72.979958	68.500099	85.013054	69.594017	80.272743	61.936592	87.878075	4.496094	4486.367188	-7.316406	-0.40625	0.03125	0.0625	-5.747124																																																																																																							
2039900	-47.875	-52.125	-52.625	-48.125	-53.25	-46.4375	-49.8125	-47.3125	28.1875	15.125	25.125	21.5	14.6875	21.5	10.625	22.8125	98.504707	92.983025	87.044617	99.077713	91.159828	93.451843	75.584518	101.161362	4.359375	4486.453125	-6.734375	-0.375	0.015625	0.0625	-4.597702																																																																																																							
2039920	-45.5625	-48.625	-50.1875	-45.6875	-49	-44.3125	-46.875	-44.375	35.4375	19.5625	30.9375	26.9375	19.3125	28.0625	15.0625	32.625	107.516502	109.548065	101.994827	107.724869	107.881142	103.50547	86.054878	109.964798	4.300781	4486.546875	-3.082031	-0.234375	0	0.046875	-3.448273																																																																																																							
2039940	-43.1875	-45	-47.125	-43.875	-46.25	-41.5625	-45.1875	-41.75	44.5	23.6875	36.75	33.5625	27.375	37.1875	21.25	42.75	113.871651	118.507774	111.579628	111.110809	118.611961	109.495979	93.55603	116.215759	4.253906	4486.632813	-2.328125	-0.125	0	0.046875	-2.298851																																																																																																							
2039960	-41	-42.8125	-44.375	-41.25	-44.125	-39.4375	-44.0625	-39.3125	54.375	33.375	45.125	40.3125	34.0625	48.375	28.625	54.5625	116.11161	117.9869	115.330238	110.277382	122.310478	112.72567	96.056442	115.851158	4.25	4486.71875	-0.222656	-0.09375	-0.015625	0.046875	-1.149422																																																																																																							
2039980	-38.625	-41	-42.625	-39.3125	-41.6875	-37.25	-42	-37.75	61.125	42	55.0625	51.5	38.9375	58.875	36.9375	65.5	117.361801	111.527573	113.715408	105.641251	117.361801	112.256851	94.597885	111.215027	4.292969	4486.8125	2.105469	-0.046875	-0.03125	0.046875	0																																																																																																							
2040000	-36.0625	-39	-40.5	-37.25	-39.8125	-35.0625	-40.1875	-35.625	66.6875	49.6875	60.5625	58.8125	51.8125	68.1875	45.6875	72.3125	116.893021	101.734428	109.964867	104.13063	110.225327	112.986168	95.327194	109.600227	4.351563	4486.902344	2.75	-0.046875	-0.03125	0.046875	1.162791																																																																																																							
2040020	-33.875	-37.1875	-38.375	-35.25	-37.8125	-32.875	-38.25	-33.3125	72.625	54.5	64.25	63.5625	59.0625	74.875	53.5625	76.5625	117.413895	96.577354	106.839348	103.765961	110.642021	114.288414	100.848846	111.631752	4.417969	4486.996094	3.382813	-0.0625	-0.03125	0.046875	2.325581																																																																																																							
2040040	-31.5625	-35.5	-36.25	-33.1875	-35.625	-30.75	-36.125	-31.25	76.9375	57.9375	67.6875	68.1875	63.6875	79.5625	59.0625	82.0625	118.716179	97.462906	107.047714	103.505508	112.934036	118.299446	106.683075	115.590698	4.472656	4487.089844	2.546875	-0.03125	-0.03125	0.046875	3.488372																																																																																																							
2040060	-29.0625	-33.375	-34.3125	-31.125	-33.375	-28.375	-33.9375	-28.9375	80.625	60.0625	70.4375	72.3125	69.25	83.3125	63.125	86.375	118.820396	100.484238	110.954605	107.256119	116.73674	121.841698	110.746239	120.591507	4.507813	4487.183594	1.8125	0	-0.015625	0.03125	4.651163																																																																																																							
2040080	-27	-31.4375	-31.9375	-29.0625	-30.8125	-25.75	-31.625	-26.25	83.8125	61.3125	73	75.4375	73.8125	86.1875	67.25	90.1875	120.331009	104.755699	114.49678	112.673584	121.47702	125.279686	115.694878	123.404396	4.558594	4487.277344	2.171875	0.046875	0	0.03125	5.813953																																																																																																							
2040100	-24.375	-29.25	-29.625	-27	-28.25	-23.0625	-29.3125	-23.5625	84.9375	62.6875	75.4375	78.3125	79.125	89.4375	73.0625	94.625	124.081589	109.548103	118.299446	118.611992	126.425697	128.248901	120.643555	125.748512	4.578125	4487.371094	0.570313	0.125	0	0.03125	6.976744																																																																																																							
2040120	-21.8125	-27.125	-27.3125	-24.5625	-25.9375	-20.375	-26.9375	-21.0625	85.8125	64.75	77.8125	81	85.5625	93.3125	78.375	98.125	125.696457	115.434456	122.831429	124.081627	129.707489	131.009781	125.488091	127.780113	4.625	4487.46875	2.011719	0.171875	0	0.015625	8.139535																																																																																																							
2040140	-19.5625	-24.75	-24.6875	-21.8125	-23.0625	-17.875	-24.3125	-18.625	86.875	66.5625	80.6875	83.5	91.8125	96.4375	83.6875	99.8125	126.321556	120.591507	126.686195	129.030304	131.843231	132.155792	128.97821	128.665665	4.679688	4487.5625	2.40625	0.203125	0	0.015625	9.302325																																																																																																							
2040160	-16.75	-22.125	-22.0625	-18.875	-20.5625	-15.25	-21.6875	-16.0625	86.5	68.875	82.875	86.125	97.625	98.25	90.625	101.8125	126.477829	126.373642	129.759583	132.937149	133.770615	131.895325	131.895325	129.34285	4.742188	4487.660156	2.6875	0.21875	0	0.015625	10.465117																																																																																																							
2040180	-13.8125	-19.75	-19.5	-16.1875	-17.5625	-12.625	-18.875	-13.4375	86.1875	71.25	85.3125	88.5	102.25	99.25	97	102.5	124.498352	130.124222	131.634872	134.656174	134.760361	133.041336	134.499893	130.124222	4.804688	4487.757813	3.125	0.203125	0	0.015625	11.627907																																																																																																							
2040200	-11.625	-16.875	-16.6875	-13.5625	-15	-9.8125	-16	-10.875	84.375	71.9375	87.75	89.3125	103.9375	98.6875	101.25	102.3125	123.769073	133.458069	131.999512	134.864532	136.114731	134.656174	135.750092	131.947418	4.902344	4487.855469	4.738281	0.1875	0	0.015625	12.790698																																																																																																							
2040220	-9.25	-14.125	-14.125	-10.875	-12.375	-7.1875	-13.5	-8.1875	80.625	72.375	88.8125	88	103.9375	96.0625	102.8125	99.625	124.185844	134.968765	131.374451	133.874847	135.698044	137.260788	134.187393	132.468369	5	4487.957031	4.652344	0.125	0	0.015625	13.953488																																																																																																							
2040240	-6.9375	-11.25	-11.25	-8.1875	-9.4375	-4.6875	-10.75	-5.375	75.625	71.8125	87.875	85.3125	102.8125	92.125	102	94.25	124.081665	136.114777	129.967987	133.249741	135.593857	138.771439	131.843277	132.364197	5.097656	4488.058594	4.90625	0.109375	0	0.015625	15.116279																																																																																																							
2040260	-4.625	-8.75	-8.8125	-5.6875	-6.9375	-1.625	-7.9375	-2.8125	68.875	70.25	86	80.9375	98.25	86.5625	98.9375	87.0625	125.64444	137.104553	127.988556	134.187439	133.8228	139.761215	130.124298	130.957764	5.195313	4488.164063	4.789063	0.0625	0	0.015625	16.27907																																																																																																							
2040280	-1.9375	-5.9375	-6.375	-2.875	-4.0625	1.1875	-5.3125	0	60.1875	67.4375	82.875	76.25	91.3125	79.375	93.5625	77.5	129.447113	137.000366	127.884377	136.323181	132.520508	139.500748	129.863846	129.342926	5.292969	4488.269531	4.925781	0.0625	0	0.015625	17.44186																																																																																																							
2040300	0.8125	-3.3125	-3.75	-0.25	-1.4375	4.1875	-3.125	2.375	50.6875	63.875	78.5625	70.9375	83.875	72.4375	87.125	66.8125	132.520508	137.104553	128.978287	138.250565	130.749405	139.240295	131.270309	126.529999	5.378906	4488.378906	4.402344	0.03125	0	0.015625	18.60465																																																																																																							
2040320	3.5	-0.4375	-1.375	2.5	1.1875	6.875	-0.6875	5	41.8125	60.0625	73.875	65.9375	76.5625	65.1875	80.125	55.5	135.385574	137.052505	130.488983	139.4487	128.5616	137.885956	133.614471	124.133827	5.464844	4488.488281	4.277344	0.015625	0	0.015625	19.767443																																																																																																							
2040340	6.25	2.3125	1	5.375	3.625	9.625	2.125	7.3125	33.375	56.6875	68.75	61.125	69.4375	58.3125	72.9375	44.3125	136.166992	137.625549	132.260132	140.178024	127.780266	136.010712	135.333527	123.248314	5.550781	4488.597656	4.386719	0	0	0	20.930233																																																																																																							
2040360	9	5.125	4.125	8.4375	6.0625	12.1875	5	9.8125	26.1875	54.0625	62.3125	56.4375	62.4375	52.8125	65.1875	33.25	134.135376	136.948318	132.207993	138.823608	126.634216	133.770737	137.938049	122.362724	5.632813	4488.707031	4.269531	0	0	0	22.093023																																																																																																							
2040380	11.75	7.8125	6.875	11.25	8.625	14.875	7.875	12.0625	19.625	50.875	54.5625	51.6875	54.75	47.3125	58.1875	21.875	129.238831	135.177246	131.530853	138.406921	127.46772	130.749481	140.438492	117.622444	5.710938	4488.820313	4.023438	-0.015625	0	0	23.255814																																																																																																							
2040400	14.5625	10.5	9.6875	13.875	11.125	17.4375	11	14.5625	13.6875	47.8125	46.25	46.3125	45.5	41.375	52.1875	12.125	123.144135	132.572678	132.781052	137.833908	129.499283	131.895493	139.240387	106.474876	5.785156	4488.933594	4.042969	-0.046875	0	0	24.418604																																																																																																							
2040420	17	13.25	12.125	16.5625	13.75	20.3125	13.5	17.1875	9.4375	43.5	37	38.75	35.5625	33.3125	46	5.0625	114.392769	131.322479	133.041504	135.541885	131.687119	136.166992	136.583725	92.566467	5.839844	4489.046875	2.933594	-0.078125	0	0	25.581396																																																																																																							
2040440	19.25	15.875	14.375	19	16.3125	22.625	16.3125	19.625	6.3125	36.5	27.4375	29.8125	25.4375	21.875	39.375	2.125	101.213638	128.874191	127.884453	129.499283	131.166214	132.624771	135.958618	86.575951	5.890625	4489.167969	2.777344	-0.125	0.015625	0	26.744186																																																																																																							
2040460	21	18.1875	16.9375	21.9375	19.125	24.9375	19.0625	20.5625	4.625	27.5	18.1875	19.25	15.375	9.4375	31.3125	0.9375	84.075584	121.998161	117.882935	117.726662	126.6343	114.028168	134.343826	84.283951	5.925781	4489.285156	1.964844	-0.171875	0.03125	0	27.906977																																																																																																							
2040480	22.9375	20.6875	20.0625	24.8125	22	28.375	21.3125	20.8125	3.25	17.875	9.5625	10.5625	7	2	22.5	0.1875	77.147423	113.142616	103.714066	106.318634	117.935028	91.368393	128.405411	82.044022	5.9375	4489.398438	1.035156	-0.203125	0.03125	0	29.069767																																																																																																							
2040500	24.3125	23.5	22.75	27.125	24.625	32	23.9375	21.3125	1	8.125	3.625	4.5625	2.75	1.125	12.1875	0	69.59417	96.681717	94.025055	93.347862	102.515961	62.822281	115.538818	78.137161	5.953125	4489.515625	1.007813	-0.21875	0.046875	0	30.232557																																																																																																							
2040520	24.75	25.6875	24.1875	28.5625	26.625	32.5	27.1875	24.875	-0.5625	1.25	0.1875	1.125	0.875	-3.5625	2.9375	-6.0625	60.374001	83.085876	81.783592	79.543655	82.148232	39.797874	98.452858	71.990395	5.949219	4489.632813	0.164063	-0.234375	0.0625	0	31.39535																																																																																																							
2040540	24.75	26.6875	24.625	28.8125	28.125	30.5	29.5625	27.25	-0.75	0	-0.5625	0.1875	0.875	-12.1875	0.625	-8.9375	61.988853	67.093819	65.635262	54.591866	59.801014	10.835026	70.323494	72.094604	5.984375	4489.75	1.894531	-0.234375	0.09375	0	32.55814																																																																																																							
2040560	28.3125	28.125	25.0625	30.5	29.1875	30.5	30.8125	28.8125	-4	-7.125	-2.125	-9.6875	-3.9375	-9.1875	-8.5625	-8.625	54.539757	56.050407	46.673946	34.64082	40.318787	-16.617176	51.518452	68.343994	5.953125	4489.863281	-1.140625	-0.25	0.09375	0	33.720932																																																																																																							
2040580	28.75	27.5625	27.4375	31.5625	29.1875	29.4375	30.5625	29.375	-8.0625	-10.8125	-7.5625	-10.1875	-7.9375	-14.6875	-16.6875	-7.75	48.132507	40.839703	32.609253	13.074955	24.222527	-33.651085	32.921803	54.070934	5.980469	4489.984375	1.75	-0.328125	0.125	0	34.88372																																																																																																							
2040600	28.75	29.25	28.0625	32.375	28.9375	30.5	31.0625	29.125	-13.3125	-6.1875	-10.3125	-7.5625	-16.5	-12.375	-8.5	-7.3125	37.870491	25.785271	22.816057	3.438035	12.86659	-35.734741	13.59587	32.817619	5.90625	4490.097656	-3.273438	-0.328125	0.109375	0.015625	36.046513																																																																																																							
2040620	32.125	29.25	28.0625	29.9375	28.9375	28.375	28.625	30.9375	-10.9375	-14.75	-8.75	-14.0625	-13.8125	-8.1875	-23.1875	-7.5	25.524815	18.23201	15.106523	-6.511434	2.292023	-32.713436	2.500389	18.805016	5.746094	4490.207031	-7.539063	-0.3125	0.09375	0.03125	37.209301																																																																																																							
2040640	30.4375	31.1875	27.4375	30.5	29.4375	27.375	31.0625	31.4375	-12.5	-12	-16.625	-21.5625	-11.3125	-9.4375	-12.875	-15.125	4.896596	7.657444	3.802675	-19.169659	-6.823982	-37.089119	-1.302287	6.511431	5.832031	4490.320313	4.6875	-0.40625	0.09375	0.015625	38.372093																																																																																																							
2040660	30.6875	30.0625	27.625	28.5625	29.4375	26.8125	31.3125	30.6875	-15.1875	-19.25	-23.5	-6.3125	-11.5	-4.125	-9.75	-11.8125	-9.84529	-3.385947	-13.179144	-25.00391	-16.096268	-42.715012	-4.688234	-4.584051	5.804688	4490.4375	-0.84375	-0.296875	0.15625	0.046875	39.534885																																																																																																							
2040680	29.75	28.9375	27.4375	30.1875	29.4375	26.375	30.3125	30.4375	-5.625	-17.0625	-13.125	-7.375	-11.0625	-4.8125	-14.1875	-8.25	-28.598221	-20.419859	-23.857897	-26.462471	-26.514563	-51.622654	-11.6164	-16.460907	5.8125	4490.546875	0.613281	-0.375	0.046875	0.015625	40.697674																																																																																																							
2040700	29.9375	29.8125	27.4375	29.0625	28.375	25.875	30.3125	30.4375	-5.1875	-4.75	-10.1875	-10.3125	-8.25	-5.8125	-6.125	-7.75	-51.101738	-35.734753	-34.484558	-27.712666	-40.422985	-55.112782	-19.638487	-31.984167	5.917969	4490.664063	5.59375	-0.375	0.125	0.03125	41.860466																																																																																																							
2040720	28.75	28.6875	26.625	28.0625	27.375	24.5	30.3125	29.375	-6.875	-6.5625	-8.375	-5.25	-7.875	-4.5625	-5.5625	-8.6875	-60.321949	-52.247768	-45.944695	-39.068619	-55.425346	-65.322731	-39.433258	-42.715023	5.777344	4490.777344	-6.710938	-0.265625	0.046875	0.046875	43.023254																																																																																																							
2040740	27.0625	27.25	24.875	27.8125	25.8125	22.625	29.0625	28.3125	-8.0625	-9.75	-8.875	-7.8125	-7.875	-2.8125	-7.5625	-8.4375	-73.344841	-61.520073	-60.217785	-50.007847	-68.291969	-77.303795	-51.518501	-51.883141	5.933594	4490.894531	8.050781	-0.453125	0.09375	0.03125	44.186047																																																																																																							
2040760	25	25.9375	23.75	27.125	24.625	21	27.875	27.25	-8.625	-9.125	-7.625	-8.875	-6.4375	-3	-6.5625	-7.6875	-83.711052	-73.240662	-73.396935	-69.229614	-79.231186	-88.295105	-62.353535	-63.187	5.816406	4491.007813	-5.527344	-0.25	0.125	0.0625	45.348839																																																																																																							
2040780	22.9375	23.9375	22.0625	25.0625	22.75	19.1875	26.25	25.9375	-8.25	-7.5625	-7.25	-5.5	-6.1875	-3.375	-6.9375	-7.3125	-93.243797	-87.461639	-85.273796	-82.512947	-87.149094	-95.848373	-75.272232	-73.96994	5.851563	4491.125	1.582031	-0.375	0	0.03125	46.511627																																																																																																							
2040800	21.25	22.25	20.3125	23.25	20.875	17	24.5625	24.3125	-6.9375	-5.75	-7.4375	-4.8125	-5.9375	-3.1875	-6.125	-7.625	-98.088341	-95.067032	-93.76474	-96.838142	-93.973106	-99.598991	-86.107292	-82.096245	5.925781	4491.238281	3.554688	-0.3125	0.125	0.046875	47.674419																																																																																																							
2040820	19.5	20.25	18.3125	21	18.875	14.875	22.8125	22.5	-5.5	-5.5625	-8	-5.6875	-5.75	-3.5	-5.5625	-7.875	-99.494812	-101.891022	-100.901283	-108.037819	-99.025986	-101.838928	-91.941544	-91.212257	5.839844	4491.355469	-4.453125	-0.296875	0	0.046875	48.837208																																																																																																							
2040840	17.25	18.1875	16.125	18.5625	16.8125	12.75	20.8125	20.5625	-4.5	-6.125	-8	-5.875	-5.8125	-3.4375	-5.5625	-8	-102.203598	-108.350403	-108.923409	-114.236748	-103.870529	-104.026802	-97.411179	-99.911575	5.996094	4491.46875	7.636719	-0.359375	0.046875	0.046875	-50																																																																																																							
2040860	15.3125	15.875	13.875	15.8125	14.5625	10.8125	18.8125	18.5	-4.25	-5.5625	-7	-6.375	-5.5625	-2.5625	-5.5625	-7.6875	-106.943901	-111.788414	-116.059914	-115.539001	-106.370895	-105.329063	-102.047295	-106.631348	6.109375	4491.589844	5.550781	-0.3125	0.046875	0.0625	-48.837208																																																																																																							
2040880	12.875	13.5	11.5	13.3125	12.5	8.6875	16.5625	16.3125	-4.875	-5.9375	-5.625	-6.375	-5.0625	-2.1875	-5.5625	-6.5625	-114.028381	-116.268318	-123.352768	-117.362236	-109.131775	-105.79792	-106.214653	-112.62191	6.054688	4491.707031	-2.882813	-0.34375	0	0.0625	-47.674419																																																																																																							
2040900	11.125	11.0625	8.9375	11.5625	10.3125	6.5625	14.625	13.8125	-5	-5.5625	-5.0625	-6.5625	-4.375	-2	-5.375	-6	-119.914726	-118.872894	-129.134933	-118.612434	-110.8508	-107.725304	-109.808968	-116.580864	6.167969	4491.828125	5.34375	-0.296875	0	0.0625	-46.511627																																																																																																							
